Rk,Player,Pos,MP,PER,TSx,3PAr,FTr,ORBx,DRBx,TRBx,ASTx,STLx,BLKx,TOVx,USGx,OWS,DWS,WS,WS/48,BPM,VORP,LA_RAPM,LA_RAPM_Rank,LA_RAPM__Def,LA_RAPM__Def_Rank,LA_RAPM__Off,LA_RAPM__Off_Rank,RA_EFG,RA_EFG_Rank,RA_EFG__Def,RA_EFG__Def_Rank,RA_EFG__Off,RA_EFG__Off_Rank,RA_FTR,RA_FTR_Rank,RA_FTR__Def,RA_FTR__Def_Rank,RA_FTR__Off,RA_FTR__Off_Rank,RA_ORBD,RA_ORBD_Rank,RA_ORBD__Def,RA_ORBD__Def_Rank,RA_ORBD__Off,RA_ORBD__Off_Rank,RA_TOV,RA_TOV_Rank,RA_TOV__Def,RA_TOV__Def_Rank,RA_TOV__Off,RA_TOV__Off_Rank,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,PIPM,X1,X2
1,Aaron Gordon,PF,1914,14.8,0.511,0.311,0.28,5.6,19.6,12.4,17.2,1.3,1.7,10.3,20.6,3.7,2.5,6.2,0.19,3.2,2,0.46,135,0.09,220,0.37,133,-0.05,277,-0.32,405,0.27,119,-0.37,394,0.55,55,-0.93,504,0.54,132,0.4,113,0.14,185,-0.33,401,-0.74,505,0.41,50,-0.22,306,-0.64,424,0.43,129,-0.12,0.820195293,-0.047094439
2,Aaron Holiday,PG,1368,11.7,0.517,0.409,0.145,1.7,8.9,5.3,19.5,1.6,0.8,12.4,19.4,4.6,3.6,8.1,0.175,3.6,3.2,0.01,253,-0.26,363,0.24,159,0.55,76,0.3,109,0.25,127,0.31,132,0.68,36,-0.36,421,0.09,229,0.18,177,-0.1,284,0.47,75,-0.14,355,0.61,17,0.99,82,0.17,199,0.82,69,-0.48,-2.32121722,1.02540633
3,Abdel Nader,SF,756,11.2,0.58,0.477,0.282,2.1,10.8,6.6,6.6,1.3,2.3,12.7,16.5,3.1,1.4,4.4,0.122,1.3,1.5,-1.84,500,-0.34,388,-1.5,504,-0.55,439,0.18,160,-0.73,494,0.13,186,0.59,48,-0.46,445,-0.85,436,0.55,75,-1.4,503,-0.68,476,-0.51,475,-0.17,377,-1.63,483,0.12,219,-1.75,506,-3.17,0.589059583,-0.060141017
4,Admiral Schofield,SF,293,6.8,0.514,0.627,0.173,2.2,10.9,6.4,6.2,1.3,0.9,8,12.5,0.5,0.3,0.7,0.07,-2.6,-0.1,-0.04,261,0.01,268,-0.03,259,-0.16,319,-0.06,299,-0.09,311,-0.86,480,-0.69,489,-0.17,352,-1.19,470,-0.78,469,-0.41,394,0.28,118,0.21,127,0.07,191,-0.42,351,-0.26,349,-0.17,312,-1.9,-1.09833177,-1.62420019
5,Al Horford,C,1848,15.6,0.526,0.404,0.112,5.5,19.1,12.3,19.2,1.4,2.5,8.7,17.6,4.3,2.8,7.1,0.207,2.1,1.7,0.49,127,0.43,102,0.05,219,1.17,13,0.3,110,0.87,13,-1.07,493,0.21,133,-1.28,512,0.04,241,0.37,117,-0.33,364,0.01,272,0.16,151,-0.16,370,1.04,74,0.77,69,0.27,159,1.84,1.29070618,1.04187651
6,Alec Burks,SG,1612,16,0.549,0.389,0.358,2.8,15.2,8.8,16.9,1.7,0.9,9.5,23.8,0.1,0.1,0.1,0.053,-0.6,0,-1.68,495,-0.11,320,-1.57,508,-1.19,499,0.02,250,-1.21,514,0.6,74,-0.11,319,0.72,31,-0.3,331,-0.2,358,-0.1,282,0.03,242,-0.14,358,0.17,129,-1.36,466,-0.17,324,-1.18,484,-1.71,-1.40256582,-0.362613064
7,Alex Caruso,PG,1032,11,0.538,0.412,0.292,1.5,10.1,5.9,12.6,2.8,1.4,13.6,13.9,0,0,0,-0.031,-3.4,0,1.04,68,0.84,47,0.2,167,1.35,8,0.95,7,0.41,80,0.26,149,-0.38,426,0.64,47,-0.07,277,0.4,111,-0.47,404,0.19,153,0.31,82,-0.12,346,2.01,22,1.45,19,0.55,107,0.59,-2.52174105,-0.591939597
8,Alex Len,C,895,18,0.596,0.185,0.301,11.4,24.5,17.9,8.1,1.2,4.5,12.8,18.3,5.6,4.8,10.4,0.282,11.5,6,0.47,129,0.97,33,-0.49,409,0.1,195,0.74,19,-0.64,485,-0.42,404,-0.04,271,-0.38,425,0.51,138,-0.07,302,0.58,85,-1.01,503,-0.7,501,-0.31,428,-0.31,333,0.86,56,-1.16,482,-0.54,3.97246612,1.00211018
9,Alfonzo McKinnie,SF,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,1.8,3.3,5.1,0.13,0.9,1.4,-1.08,463,-0.81,458,-0.27,356,-0.23,356,-0.5,459,0.27,121,-0.97,486,-0.49,456,-0.47,448,0.22,196,-0.41,416,0.63,75,-0.21,363,0.03,221,-0.24,408,-0.73,405,-0.99,462,0.26,166,-1.08,-0.048035635,-1.2247954
10,Allen Crabbe,SG,653,6,0.47,0.672,0.079,1.8,11,6.3,6.8,1.1,0.5,8.5,12.7,1.3,1.3,2.6,0.084,-0.5,0.6,-1.57,488,-0.66,438,-0.91,467,-1.3,503,-0.43,441,-0.87,502,-1.53,512,-0.65,485,-0.88,500,-1.31,480,-0.39,409,-0.92,476,0.24,134,0.16,150,0.08,183,-2.8,511,-1.02,468,-1.78,507,-4.33,-0.966279043,-1.41576692
11,Allonzo Trier,PG,291,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15,21.4,1.8,0.8,2.6,0.101,-1.4,0.2,-0.47,370,-0.1,316,-0.37,380,-0.41,409,-0.24,388,-0.17,356,-0.2,332,-0.38,425,0.17,151,-0.43,364,0.08,221,-0.51,415,-0.27,380,-0.03,285,-0.24,407,-0.84,415,-0.26,350,-0.58,404,-2.09,-0.845249477,0.724140484
12,Andre Drummond,C,1879,22,0.553,0.045,0.375,14.9,37.5,26,13.6,2.8,4.2,18.2,25.9,0,0.4,0.4,0.055,-3.4,-0.1,-1.34,481,-0.08,311,-1.26,500,-0.5,425,-0.34,417,-0.16,353,0.63,67,0.73,30,-0.1,313,1.54,27,0.5,86,1.04,34,-0.69,477,-0.24,400,-0.45,480,-1.21,453,-0.38,376,-0.83,443,0.92,4.80234663,0.769900858
13,Andrew Wiggins,SF-SG,1858,16.4,0.536,0.342,0.274,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,3.1,1.1,4.2,0.091,-1.2,0.5,-0.09,278,-0.5,416,0.41,125,-0.55,437,-0.55,467,0.01,244,0.8,45,0.18,146,0.62,48,1.12,49,0.15,187,0.97,41,-0.63,472,-0.64,494,0.01,245,-0.98,431,-1.53,502,0.56,106,-0.16,-1.1852517,-0.390629423
14,Anfernee Simons,SG,1400,9.3,0.506,0.417,0.175,1.9,8.9,5.4,9.4,0.9,0.6,9.7,19,0.6,0.5,1.1,0.081,-0.8,0.2,-2.95,514,-1.92,511,-1.03,481,-1.31,504,-0.61,481,-0.7,492,-1.21,504,-0.97,510,-0.24,379,-0.45,368,-0.81,473,0.36,132,-1,502,-0.94,513,-0.06,308,-3.38,514,-2.45,512,-0.93,458,-5.34,-1.70846816,-1.64585221
15,Ante Žižić,C,221,16.4,0.597,0,0.264,9,24.4,16.6,4.2,1.5,1.9,11.1,17.5,0.6,0.5,1,0.076,-0.9,0.2,0.27,163,-0.29,376,0.56,100,0.4,104,-0.03,285,0.44,71,0.02,243,-0.05,277,0.07,202,-0.41,354,-0.43,423,0.02,231,-0.08,306,-0.24,402,0.16,135,0.44,151,-0.32,368,0.76,76,0.67,2.48071479,-0.505168873
16,Anthony Davis,PF,1889,28.2,0.614,0.195,0.46,7.3,22.1,14.9,14.6,2.1,6.2,10.1,29.7,0.1,0,0.1,0.218,0,0,0.96,72,0.64,72,0.32,146,0.34,117,0.28,121,0.06,209,1.12,23,0.13,170,0.98,14,0.82,87,1.14,12,-0.32,362,-0.16,345,0.06,202,-0.21,394,0.65,121,0.53,113,0.12,204,4.55,2.55194495,0.189166438
17,Anthony Tolliver,PF,732,6.6,0.497,0.781,0.161,4.3,14.5,9.5,5.7,1,1.3,15.3,11.4,0.2,0.4,0.6,0.055,-1.9,0,-0.1,279,-0.12,329,0.02,239,-0.76,473,-0.51,463,-0.25,395,0.09,206,-0.08,292,0.17,154,-1.25,475,-0.74,463,-0.5,412,0.38,96,0.15,156,0.23,107,-1.54,475,-1.1,475,-0.44,378,-3.09,-0.084513497,-1.47162451
18,Anžejs Pasečņiks,C,405,11.6,0.555,0.019,0.509,10.2,16.9,13.4,5.7,0.9,2.6,14.5,15.6,-0.8,1.2,0.4,0.019,-2.5,-0.1,0.02,237,-0.04,294,0.07,213,-0.34,395,-0.13,339,-0.21,376,0.54,79,0.03,223,0.51,62,0.59,123,0.09,215,0.5,100,0.73,38,0.35,73,0.38,61,0.15,205,0.05,238,0.1,213,-1.52,1.60535799,0.397295146
19,Aron Baynes,C,934,15.1,0.581,0.441,0.197,8.3,20.2,14.1,11,0.5,2.2,10.8,21.1,4.6,0.5,5.1,0.119,2.9,2.5,0.64,105,0.15,188,0.49,108,0.19,163,-0.11,329,0.3,109,-0.79,471,-0.34,414,-0.45,442,1.06,54,1.03,19,0.03,229,-0.34,407,-0.23,398,-0.11,338,-0.24,310,-0.48,397,0.24,173,-0.13,2.8244674,-0.222800267
20,Austin Rivers,SG,1402,10.3,0.538,0.537,0.208,1.9,8.8,5.3,9.5,1.4,0.6,6.9,14.9,0.4,0.9,1.3,0.053,-2,0,-0.6,388,-1.41,507,0.81,56,0.14,176,-0.5,460,0.65,30,-0.63,454,-0.65,484,0.02,244,-0.97,451,-0.27,377,-0.7,445,0.46,81,-0.08,322,0.53,31,0.57,134,-1.15,479,1.71,14,-0.93,-1.52762391,-1.71238258
21,Avery Bradley,SG,1186,8.9,0.537,0.452,0.063,1.7,8.7,5.3,7.1,1.7,0.4,10.7,15.7,-0.2,0.7,0.6,0.037,-2.8,-0.2,0.38,142,0.01,278,0.4,129,0.84,46,0.43,71,0.41,79,-0.12,300,-0.26,377,0.14,170,0.88,80,0.45,96,0.43,115,-0.11,323,0.23,115,-0.34,445,1.37,53,1,45,0.37,139,-0.97,-2.34314145,-1.4748394
22,Bam Adebayo,PF,2235,20.6,0.606,0.018,0.476,8.7,25,17.2,23.6,1.7,3.8,17.5,20.8,0.6,0.2,0.8,0.079,-0.6,0.2,1.51,30,0.34,123,1.17,30,0.73,52,0.34,98,0.39,81,0.95,30,0.45,71,0.5,63,-0.22,316,0.48,91,-0.71,446,-0.4,424,-0.44,460,0.04,221,1.14,68,0.52,114,0.62,97,2.91,2.38795252,1.58315053
23,Ben McLemore,SG,1437,11.7,0.622,0.83,0.132,1.5,8.7,5.1,5.3,1.2,0.7,8.5,15.6,0.4,0.1,0.6,0.035,-2.9,-0.2,0.31,153,-1.12,495,1.43,19,0.85,43,-0.44,445,1.29,2,-0.5,429,-0.59,473,0.09,192,-1.81,498,-1.46,508,-0.35,372,0.83,24,0.43,51,0.39,57,1.84,27,-0.73,435,2.56,2,0.34,-1.18594453,-2.17825523
24,Ben Simmons,PG,1930,20.8,0.608,0.01,0.46,6.2,18,12.1,34.8,2.9,1.4,20.6,20.9,0.2,0.2,0.4,0.07,-2.5,0,0.67,102,0.42,105,0.24,160,0.46,91,0.28,122,0.18,151,0.33,127,-0.03,262,0.35,90,0.45,149,0.17,179,0.28,150,-0.06,299,0.07,192,-0.13,351,0.14,210,0.41,138,-0.28,344,2.11,-1.7019648,3.04304602
25,Bismack Biyombo,C,1029,16.1,0.57,0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,0.2,0.2,0.4,0.072,-2.5,0,-0.82,424,-0.25,360,-0.57,416,-0.21,350,0.01,261,-0.22,378,0.5,90,0.4,78,0.1,188,0.64,114,0.11,208,0.53,92,-0.47,447,-0.28,413,-0.2,384,-0.42,349,0.01,258,-0.42,375,-0.37,3.93934087,0.780333987
26,Boban Marjanović,C,337,24.5,0.599,0.087,0.272,16.8,30.5,23.7,6.7,1,1.8,11.8,27.9,0,0.3,0.3,0.053,-2.9,-0.1,0.46,134,-0.29,375,0.74,68,0.61,68,-0.13,337,0.73,20,0.46,96,0.66,39,-0.2,363,2.27,8,0.58,68,1.68,6,-0.47,445,-0.45,465,-0.02,271,1.16,63,-0.29,364,1.45,26,-0.02,4.66342744,0.526939442
27,Bobby Portis,C,1393,14.6,0.53,0.317,0.158,6,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0,0.2,0.2,0.11,-1.3,0,-0.81,422,-0.39,396,-0.42,391,-0.32,389,-0.42,439,0.1,188,-0.85,477,-0.17,343,-0.68,477,-0.66,404,0.13,196,-0.79,462,-0.26,379,-0.1,336,-0.16,371,-1.09,444,-0.62,419,-0.47,388,-1.78,1.55453149,-0.522580345
28,Bogdan Bogdanović,SG,1510,14.3,0.56,0.595,0.164,1.2,11.8,6.4,17.2,1.7,0.9,11.5,22.3,0,0.1,0.1,0.027,-3.6,-0.1,-0.92,437,-0.76,448,-0.16,311,-0.39,402,-0.2,372,-0.19,364,-0.56,441,-0.63,480,0.07,200,0.01,251,0.48,90,-0.47,405,0.21,150,-0.03,287,0.24,105,-0.64,394,-0.46,389,-0.19,319,-0.35,-2.05257067,-0.625058052
29,Bojan Bogdanović,SF,2083,15.7,0.603,0.489,0.296,2.2,11.1,6.8,9.9,0.8,0.3,13.1,25.6,3,0.5,3.5,0.106,0.9,1.1,0.72,98,0.23,162,0.49,107,1.42,7,0.48,62,0.94,9,1.25,16,0.67,37,0.58,54,-0.27,322,0.1,209,-0.36,376,-1.13,510,-0.77,506,-0.36,452,1.65,34,0.4,141,1.26,34,1.29,-0.439290866,-1.11559173
30,Brad Wanamaker,PG,1215,11.8,0.56,0.283,0.365,1.7,9.2,5.5,17.6,2.1,0.9,15.9,15.4,1.4,2,3.4,0.126,2.1,1.3,-0.72,408,-0.55,428,-0.16,312,0.16,171,0.53,49,-0.37,435,-0.51,431,-0.87,507,0.36,85,-1.14,468,-0.92,480,-0.22,333,-0.45,438,-0.31,424,-0.14,356,-0.56,374,-0.05,283,-0.51,392,-1.97,-2.80827276,-0.042521734
31,Bradley Beal,SG,2053,23.1,0.579,0.369,0.351,2.7,10.6,6.5,29.1,1.6,1,11.4,34.4,0.7,0.8,1.5,0.092,-3,-0.2,0.2,189,-1.24,501,1.44,18,-0.85,483,-1.29,513,0.45,68,0.55,78,-0.44,445,0.99,13,0.5,140,-0.34,401,0.84,57,0.2,152,-0.23,395,0.43,46,-0.99,432,-2.56,514,1.57,21,0.38,-3.01775731,0.288127445
32,Brandon Clarke,PF,1086,21.8,0.67,0.127,0.228,7.7,20.3,14.1,10.1,1.1,3.3,9.3,19,-0.1,0.7,0.6,0.069,-2.5,0,0.18,194,-0.18,346,0.37,134,0.7,57,0.29,116,0.41,77,-1.53,513,-0.87,508,-0.66,474,-0.06,275,-0.04,280,-0.02,257,0.01,268,-0.27,410,0.26,103,0.55,135,0.12,216,0.43,126,0.86,2.34086417,0.069890617
33,Brandon Goodwin,PG,430,11.7,0.507,0.458,0.158,2.7,15.5,9,18,1.3,0.8,12.5,22.4,1.5,0.9,2.4,0.113,-2.5,-0.1,-0.34,345,0.34,124,-0.68,434,-0.76,472,0.01,273,-0.75,496,-0.16,316,0.11,189,-0.27,387,-0.76,422,-0.03,277,-0.73,451,0.18,160,0.02,230,0.15,141,-1.14,445,0.03,249,-1.16,483,-2.57,-1.03984342,0.751826229
34,Brandon Ingram,PF,1919,19.2,0.59,0.352,0.328,2.7,16.6,9.6,19.8,1.3,1.6,13.1,28.2,3,1.7,4.7,0.125,1.6,1.7,-0.02,257,-0.55,427,0.53,102,0.14,177,-0.12,332,0.26,122,0.72,52,0.16,154,0.55,58,-1.06,461,-0.24,369,-0.82,469,-0.46,439,-0.32,428,-0.13,353,-0.15,280,-0.46,391,0.31,151,0.72,-0.246694423,0.153032331
35,Brandon Knight,PG,462,8.5,0.503,0.784,0.204,1,9.1,5,21.6,1.1,0.6,17.3,20.6,2.4,2.9,5.3,0.168,2.2,1.6,-1.16,468,-0.91,474,-0.25,350,-0.32,388,-0.52,464,0.21,143,-0.44,410,0.02,230,-0.46,443,0.04,242,0.86,35,-0.82,465,-0.41,429,-0.33,430,-0.08,319,-0.89,419,-0.94,453,0.04,232,-1.48,-2.11570678,0.91422016
36,Brook Lopez,C,1622,14,0.537,0.497,0.212,2.7,13.2,8.3,7.8,1.2,8,9.2,17.5,-0.1,0,0,-0.147,-14.7,0,2.31,10,1.96,4,0.35,139,0.84,45,0.75,18,0.09,193,1.13,21,1.48,1,-0.35,420,-0.96,450,0.56,73,-1.52,510,-0.34,405,-0.5,473,0.16,139,1.63,35,1.52,13,0.11,208,3.68,1.92479416,-0.153462796
37,Bruce Brown,SG,1634,11.9,0.518,0.215,0.266,4.2,15,9.5,20.4,1.9,1.5,16.7,16,0,0.1,0,0.051,-6.5,0,-1.22,472,-0.15,337,-1.07,486,-0.06,282,0.15,179,-0.2,373,0.58,76,0.25,119,0.33,94,0.07,238,-0.45,426,0.51,97,-0.51,453,-0.07,319,-0.44,475,-0.65,395,0.14,210,-0.79,439,-1.08,-1.49075903,0.935494435
38,Bruno Caboclo,SF,220,13.4,0.455,0.364,0.065,10.6,14.5,12.6,7.4,2.5,6.3,10.2,16.7,0,0,0,0.282,5.5,0,0.47,131,0.71,60,-0.24,344,-0.51,427,-0.04,289,-0.47,455,-0.08,286,-0.15,336,0.07,201,0.49,142,0.01,268,0.5,98,0.74,37,0.71,16,0.02,234,-0.07,263,0.47,121,-0.54,395,-0.4,1.07884255,0.386503282
39,Bruno Fernando,C,713,11.9,0.542,0.186,0.256,10,20,15,9.9,1.2,2,15.9,15.3,4.8,1.2,6,0.129,1.7,2.1,-1.08,464,-0.33,386,-0.75,447,0.13,179,0.45,67,-0.32,418,-0.78,469,-0.69,488,-0.08,304,1.93,13,0.12,199,1.82,4,-0.86,494,0.19,136,-1.05,513,-0.45,358,0.47,120,-0.93,457,-1.88,1.66170389,0.487689015
40,Bryn Forbes,SG,1579,11.2,0.57,0.656,0.155,0.8,7.8,4.3,9.6,1,0,8.4,18.6,1.7,1.5,3.2,0.214,1.4,0.6,-1.93,503,-0.91,475,-1.02,478,-1.06,494,-0.48,457,-0.58,474,-0.54,440,0.25,120,-0.79,492,-1.38,482,-0.19,352,-1.19,498,-0.41,428,-0.81,508,0.4,54,-2.41,507,-1.45,496,-0.96,463,-3.21,-1.15098262,-1.0850223
41,Buddy Hield,SG,2045,16.3,0.566,0.582,0.123,3.1,14.1,8.4,15.8,1.4,0.8,11.8,27.1,-0.1,0,-0.1,-0.154,-11.8,-0.1,-0.06,264,-0.71,445,0.65,82,0.01,255,-0.19,368,0.19,150,-1.22,507,-0.19,352,-1.04,508,-1,455,-1.1,491,0.1,207,0.03,237,0.29,85,-0.26,416,-0.6,382,-0.6,418,0.01,249,-0.41,-0.970772652,-0.905856118
42,Caleb Swanigan,PF,288,7.6,0.597,0.043,0.362,9.9,26.1,18.1,14,0.5,2.1,40.4,13.5,0.2,1.4,1.6,0.066,-2.4,-0.1,-0.7,404,-0.52,422,-0.18,322,0.31,125,-0.23,381,0.54,48,-0.3,370,-0.19,357,-0.11,325,-0.37,345,-0.51,441,0.14,188,-0.32,396,0.17,146,-0.49,488,-0.24,313,-0.54,404,0.3,156,-3.12,2.58272741,2.39050986
43,Cam Reddish,SF,1551,9,0.5,0.451,0.227,2.4,12.7,7.5,8,1.9,1.5,13.6,18.9,1.8,0.9,2.7,0.242,1.3,0.4,-1.21,471,-1,483,-0.21,327,-0.61,450,-0.28,399,-0.33,420,0.39,115,-0.33,409,0.72,33,-0.71,416,-0.53,443,-0.19,320,-0.33,399,-0.18,380,-0.14,358,-1.35,465,-0.94,454,-0.42,372,-2.6,-1.4107777,-1.98067785
44,Cameron Johnson,PF,996,12.2,0.576,0.705,0.142,4.3,11.5,7.8,7.4,1.4,1.4,7.7,16,2.2,1.9,4.1,0.111,0.8,1.3,-0.14,293,0.11,212,-0.25,346,-0.6,447,-0.14,343,-0.46,453,-0.89,483,-0.82,503,-0.07,294,0.3,182,0.44,98,-0.15,303,0.09,195,0.1,178,0.01,261,-1.2,452,-0.47,393,-0.73,428,-1.44,-0.297161468,-1.18835851
45,Caris LeVert,SG,1131,15.1,0.509,0.31,0.264,3.7,10.6,7.2,23.5,1.8,0.5,12.6,28.8,0.3,1.3,1.6,0.038,-2.5,-0.3,0.3,155,-0.11,321,0.41,124,0.37,111,-0.06,298,0.43,72,0.71,53,0.07,201,0.64,44,1.12,50,0.2,166,0.92,48,-0.81,488,-0.56,484,-0.25,410,0.29,177,-0.38,377,0.67,88,-0.72,-3.22982482,0.507758391
46,Carmelo Anthony,PF,1623,12.2,0.517,0.286,0.197,4,15.8,10,7,1.2,1.2,10.5,21.6,-0.1,0.2,0.1,0.042,-5.4,-0.1,0.4,140,-0.03,287,0.42,119,0.26,137,-0.06,295,0.32,103,0.61,72,1.29,4,-0.68,476,-0.27,324,0.5,87,-0.77,459,-0.23,371,-0.91,512,0.68,11,0.33,169,-0.34,371,0.67,86,-0.38,0.458093905,-1.21179385
47,Carsen Edwards,SG,316,6.5,0.446,0.602,0.115,2.1,12.4,7.3,9.5,1.5,0.9,11.2,18.1,0.2,0.2,0.4,0.116,0.9,0.1,-1.14,466,-0.23,355,-0.91,468,-0.73,468,0.18,162,-0.9,506,-0.28,359,-0.53,464,0.25,119,0.08,232,0.48,93,-0.4,389,-0.41,427,-0.05,301,-0.36,454,-1.34,462,0.34,160,-1.68,505,-3.84,-1.68236539,-1.35906833
48,Cedi Osman,SF,1910,10.7,0.552,0.527,0.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,2,1.4,3.5,0.113,1.7,1.4,-1.02,454,-0.78,453,-0.24,343,-0.24,362,-0.34,416,0.09,190,0.71,54,0.54,58,0.17,156,-0.21,310,-0.09,316,-0.12,289,-0.99,501,-0.23,397,-0.76,507,-1.09,443,-0.66,426,-0.43,377,-2.43,-1.00717011,-0.741913459
49,Chandler Hutchison,SF,527,12.4,0.521,0.217,0.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,-0.3,1.3,1,0.025,-4.3,-1.1,-1.4,484,-0.77,451,-0.62,421,-0.77,474,-0.44,443,-0.33,421,-0.04,266,-0.24,373,0.21,140,-0.12,293,0.21,164,-0.33,365,-0.35,414,0.26,103,-0.61,499,-1.55,478,-0.21,333,-1.34,492,-2.25,-0.131966782,-1.1485187
50,Cheick Diallo,C,467,16.3,0.688,0.015,0.27,6.5,24.1,15.1,7.2,1,2.3,16.4,16.7,-0.1,0,0,-0.062,-9.9,-0.1,-0.65,394,-0.02,281,-0.64,423,-0.42,411,-0.46,451,0.04,217,-0.28,361,0.12,184,-0.4,433,-0.44,367,-0.27,380,-0.17,311,-0.07,300,0.23,113,-0.3,426,-0.78,408,-0.36,373,-0.42,373,-2.02,3.05635792,0.941832573
51,Chris Boucher,PF,724,19.8,0.57,0.381,0.396,14,21.1,17.7,4.7,1.3,7.1,7,19.4,1.2,0.9,2.2,0.069,-1.3,0.3,0.46,133,-0.25,361,0.71,70,0.23,149,0.3,108,-0.07,297,-0.14,306,-0.85,506,0.72,32,0.34,171,-0.88,478,1.22,24,0.12,181,0.21,121,-0.09,329,0.66,120,0.25,185,0.42,131,0.76,3.98080443,-0.630274845
52,Chris Chiozza,PG,249,12.9,0.526,0.519,0.025,2.5,12.5,7.4,26.7,2.8,0.7,17.5,16.2,1.6,0.7,2.3,0.108,-0.8,0.3,1.12,59,1.06,26,0.06,217,0.41,102,0.51,53,-0.09,310,0.2,167,0.12,176,0.07,203,0.66,110,0.64,60,0.02,236,0.78,31,0.74,13,0.04,224,1.47,47,1.43,21,0.04,236,0.97,-3.41211628,2.35216033
53,Chris Clemons,SG,251,12.6,0.546,0.746,0.056,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24,2.4,0.5,2.9,0.153,0.9,0.7,-1.05,459,-0.56,429,-0.49,407,-0.51,429,-0.08,315,-0.43,450,-0.8,473,-0.1,312,-0.7,479,-0.83,431,-0.38,407,-0.45,402,-0.13,329,-0.12,346,0.01,266,-1.2,451,-0.34,370,-0.86,448,-2.04,-1.51941191,-0.06147048
54,Chris Paul,PG,2003,21.7,0.609,0.347,0.311,1.2,15.5,8.6,33.4,2.4,0.4,13,23.2,1.9,1.1,2.9,0.088,-0.2,0.7,3.28,4,1.03,30,2.25,2,0.65,64,-0.32,410,0.97,7,1.36,9,0.9,13,0.46,71,0.27,189,0.11,206,0.16,181,1.3,5,0.38,64,0.92,2,3.12,6,0.36,155,2.76,1,4.63,-2.71878087,2.14845734
55,Chris Silva,PF,307,17.2,0.663,0.029,0.71,20.6,19.3,19.9,10.2,1.4,5.8,25.5,17.5,1.6,0.8,2.5,0.085,0.1,0.7,-0.43,361,-0.55,426,0.12,190,-0.17,330,-0.21,374,0.04,220,-1.27,508,-1.12,513,-0.15,342,2.12,9,-0.49,436,2.61,1,-0.49,451,0.15,153,-0.64,502,-0.67,397,-0.63,420,-0.04,267,-1.69,4.49943659,2.12128326
56,Christian Wood,PF,1325,23.2,0.659,0.276,0.476,8.8,24.8,16.7,7.6,1.3,3.4,12,23,0.2,0.2,0.5,0.103,-1.7,0,1.46,36,0.11,213,1.36,23,1.02,27,0.38,84,0.64,31,1.13,20,0.2,134,0.92,16,0.81,91,0.19,171,0.61,79,-0.11,325,-0.07,317,-0.04,297,2.09,20,0.45,126,1.64,17,2.92,3.00927461,-0.806975426
57,CJ McCollum,SG,2229,17.4,0.543,0.378,0.135,1.9,9.7,5.9,19.3,1,1.5,8.3,26.7,-0.6,0.3,-0.3,-0.046,-5.8,-0.3,0.6,114,-0.47,408,1.08,34,0.87,41,0.35,92,0.53,50,-0.8,474,-0.09,306,-0.71,481,-0.7,415,-0.72,460,0.01,238,0.5,69,-0.29,419,0.79,6,0.75,114,-0.45,387,1.2,35,1.09,-1.92143179,-0.573131136
58,Clint Capela,C,1279,20.7,0.626,0,0.268,13.7,30.5,22,5.7,1.2,4.8,12.7,16,0,0.4,0.3,0.07,-1.4,0,-0.17,308,0.2,170,-0.37,379,0.06,220,0.27,124,-0.22,379,0.92,34,1.26,5,-0.35,418,2.4,4,0.66,56,1.74,5,-1.02,506,-0.22,392,-0.81,510,-0.25,316,0.57,100,-0.82,442,1.49,5.43440133,0.85679545
59,Coby White,SG,1674,11.9,0.506,0.475,0.163,1.8,14,7.6,16.5,1.4,0.3,11.4,24.4,-0.1,0.3,0.2,0.051,-2.4,0,-1.19,470,-0.84,460,-0.35,374,-0.61,449,-0.77,495,0.16,161,-1.52,511,-1.23,514,-0.29,393,-0.22,315,-0.49,437,0.27,155,0.86,19,1.04,7,-0.18,378,-0.76,406,-0.52,401,-0.24,334,-2.49,-1.69811624,-0.942003663
60,Cody Martin,SF,903,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.1,0.1,0.1,0.2,5.7,0.1,1.64,26,0.63,73,1,40,-0.9,486,-0.58,477,-0.32,416,1.3,10,0.3,102,1,12,1.71,21,0.82,41,0.89,51,1.51,1,0.87,10,0.64,15,0.54,136,0.33,163,0.22,183,0.27,-1.77603236,-0.033912322
61,Cody Zeller,C,1341,18.8,0.576,0.157,0.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,2,1.8,3.8,0.114,-0.3,0.7,-2.21,508,-0.96,481,-1.24,497,-1.42,511,-1.08,509,-0.34,424,0.64,64,0.89,17,-0.25,380,0.82,86,-0.27,379,1.09,31,-0.36,415,0.01,249,-0.37,458,-1.85,495,-1.24,486,-0.61,410,-1.69,2.79041706,1.18271612
